exer;reg;lbudg;mpoid_bp;tpf;ftpf;mtpf;imd;fimd;mimd;rimd;rmimd;imt;fimt;mimt;rimt;rmimt;tip;rtdp;rmtdp;dgf;fdgf;mdgf;rdgf;rmdgf;tcf;ftcf;mtcf;chp;fchp;mchp;rchp;rmchp;ace;face;mace;race;rmace;sub;fsub;msub;rsuc;rmsuc;cop;fcop;mcop;rcoo;rmcoo;chf;fchf;mchf;rchf;rmchf;rec;frec;mrec;tri;ftri;mtri;emp;femp;memp;remp;rmemp;sir;fsir;msir;rsir;rmsir;fct;ffct;mfct;rfct;rmfct;tib;ftib;mtib;ded;fded;mded;rded;rmded;rce;frce;mrce;rrce;rmrce;sev;fsev;msev;rsev;rmsev;bfr;fbfr;mbfr;soc;fsoc;msoc;bfi;fbfi;mbfi;res;fres;mres;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cnr;fcnr;mcnr;rcnr;rmcnr;dba;fdba;mdba;rdbafr;mrdbafr;adb;fadb;madb;radb;rmadb;fdr;ffdr;mfdr;cvaeexor;fcvaeexor;mcvaeexor;cvaer;fcvaer;mcvaer;iferr;fiferr;miferr;tasafbr;ftasafbr;mtasafbr;tasacfer;ftasacfer;mtasacfer;ftip;mtip;strate;erc;ferc;merc;rerc;rmerc;f2rpfr;ff2rpfr;strf2rpfr;f2rcfr;ff2rcfr;strf2rcfr;f1rdba;ff1rbda;strf1rbda;retdr;mretdr
2014;094;COLLECTIVITE TERRITORIALE DE CORSE;314486;601831.0;1913.7;1913.7;14459.0;45.98;45.98;3.0;2.71;188910.0;600.7;600.7;35.38;35.38;35347.0;6.62;6.62;27085.0;86.13;86.13;5.07;5.07;502233.0;1597.0;1597.0;60753.0;193.18;193.18;14.28;14.28;24145.0;76.77;76.77;5.68;5.68;44253.0;140.72;140.72;10.4;10.4;272489.0;866.46;866.46;64.06;64.06;16855.0;53.6;53.6;3.96;3.96;99598.0;316.7;316.7;281252.0;894.32;894.32;63230.0;201.06;201.06;22.48;22.48;30481.0;96.92;96.92;10.84;10.84;14146.0;44.98;44.98;5.03;5.03;293970.0;934.76;934.76;66788.0;212.37;212.37;22.72;22.72;42398.0;134.82;134.82;14.42;14.42;104190.0;331.3;331.3;35.44;35.44;12718.0;40.44;40.44;-68.0;-0.22;-0.22;12650.0;40.22;40.22;86948.0;276.48;276.48;127776.0;406.3;406.3;23.93;23.93;108655.0;345.5;345.5;20.35;20.35;66256.0;210.68;210.68;12.41;12.41;340027.0;1081.21;1081.21;0.0;0.0;59207.0;188.27;188.27;11.09;11.09;3280.0;10.43;10.43;0.0;0.0;0.0;12350.0;39.27;39.27;2670.0;8.49;8.49;;;;;;;112.4;112.4;Région Corse;;;;;;;;;;;;;;;;
2013;094;COLLECTIVITE TERRITORIALE DE CORSE;309693;597052.0;1927.88;1927.88;15043.0;48.57;48.57;3.09;2.8;180470.0;582.74;582.74;33.64;33.64;32678.0;6.09;6.09;34044.0;109.93;109.93;6.35;6.35;517467.0;1670.9;1670.9;59094.0;190.82;190.82;13.18;13.18;34980.0;112.95;112.95;7.8;7.8;50574.0;163.3;163.3;11.28;11.28;276519.0;892.88;892.88;61.66;61.66;15265.0;49.29;49.29;3.4;3.4;79586.0;256.98;256.98;299713.0;967.78;967.78;25000.0;80.73;80.73;8.34;8.34;50272.0;162.33;162.33;16.77;16.77;14869.0;48.01;48.01;4.96;4.96;286831.0;926.18;926.18;87295.0;281.88;281.88;30.43;30.43;7265.0;23.46;23.46;2.53;2.53;95779.0;309.27;309.27;33.39;33.39;-12882.0;-41.6;-41.6;-340.0;-1.1;-1.1;-13222.0;-42.69;-42.69;92808.0;299.68;299.68;110633.0;357.24;357.24;20.62;20.62;88114.0;284.52;284.52;16.42;16.42;80849.0;261.06;261.06;15.07;15.07;319195.0;1030.68;1030.68;0.0;0.0;22242.0;71.82;71.82;4.15;4.15;196.0;0.63;0.63;0.0;0.0;0.0;12368.0;39.94;39.94;2680.0;8.65;8.65;;;;;;;105.52;105.52;Région Corse;;;;;;;;;;;;;;;;
2017;094;COLLECTIVITE TERRITORIALE DE CORSE;324212;701733.0;2164.43;2164.43;25726.0;79.35;79.35;4.32;4.32;214636.0;662.02;662.02;36.07;36.07;42297.0;7.11;7.11;18040.0;55.64;55.64;3.03;3.03;581140.0;1792.47;1792.47;64878.0;200.11;200.11;14.44;14.44;29437.0;90.8;90.8;6.55;6.55;53172.0;164.0;164.0;11.83;11.83;274454.0;846.53;846.53;61.09;61.09;20833.0;64.26;64.26;4.64;4.64;120593.0;371.96;371.96;293565.0;905.47;905.47;22224.0;68.55;68.55;7.57;7.57;65837.0;203.07;203.07;22.43;22.43;15930.0;49.13;49.13;5.43;5.43;344510.0;1062.61;1062.61;78827.0;243.14;243.14;22.88;22.88;14844.0;45.79;45.79;4.31;4.31;90794.0;280.04;280.04;26.35;26.35;50945.0;157.14;157.14;-26.0;-0.08;-0.08;50919.0;157.06;157.06;69674.0;214.9;214.9;158150.0;487.8;487.8;26.58;26.58;145757.0;449.57;449.57;24.5;24.5;130913.0;403.79;403.79;22.0;22.0;623244.0;1922.33;1922.33;104.74;104.74;33321.0;102.78;102.78;5.6;5.6;32760.0;101.04;101.04;0.0;0.0;0.0;28522.0;87.97;87.97;2653.0;8.18;8.18;0.0;0.0;0.0;0.0;0.0;0.0;130.46;130.46;Région Corse;616003.0;1900.0;1900.0;103.52;103.52;595034.0;1835.32;1835.32;449277.0;1385.75;1385.75;616003.0;1900.0;1900.0;103.52;103.52
2016;094;COLLECTIVITE TERRITORIALE DE CORSE;320208;699762.0;2185.34;2185.34;8170.0;25.51;25.51;1.33;1.33;205979.0;643.27;643.27;33.6;33.6;39742.0;6.48;6.48;18040.0;56.34;56.34;2.94;2.94;635407.0;1984.36;1984.36;61996.0;193.61;193.61;11.71;11.71;25279.0;78.95;78.95;4.78;4.78;84502.0;263.9;263.9;15.96;15.96;269884.0;842.84;842.84;50.98;50.98;81060.0;253.15;253.15;15.31;15.31;64355.0;200.98;200.98;496570.0;1550.77;1550.77;221164.0;690.69;690.69;44.54;44.54;29164.0;91.08;91.08;5.87;5.87;13884.0;43.36;43.36;2.8;2.8;435957.0;1361.48;1361.48;85531.0;267.11;267.11;19.62;19.62;32804.0;102.45;102.45;7.52;7.52;147656.0;461.13;461.13;33.87;33.87;-60613.0;-189.29;-189.29;88.0;0.27;0.27;-60526.0;-189.02;-189.02;124881.0;390.0;390.0;91880.0;286.94;286.94;14.99;14.99;83606.0;261.1;261.1;13.64;13.64;50802.0;158.65;158.65;8.29;8.29;614068.0;1917.72;1917.72;99.29;99.29;48764.0;152.29;152.29;7.96;7.96;8222.0;25.68;25.68;0.0;0.0;0.0;13811.0;43.13;43.13;2665.0;8.32;8.32;0.0;0.0;0.0;0.0;0.0;0.0;124.11;124.11;Région Corse;608623.0;1900.71;1900.71;7.28;99.29;;;;;;;;;;;
2012;094;COLLECTIVITE TERRITORIALE DE CORSE;305674;564156.0;1845.61;1845.61;13043.0;42.67;42.67;;;177125.0;579.46;579.46;;;35641.0;;;36274.0;118.67;118.67;;;476096.0;1557.53;1557.53;56299.0;184.18;184.18;;;28595.0;93.55;93.55;;;46452.0;151.97;151.97;;;267753.0;875.94;875.94;;;12236.0;40.03;40.03;;;88061.0;288.09;288.09;746779.0;2443.06;2443.06;106534.0;348.52;348.52;;;223833.0;732.26;732.26;;;12312.0;40.28;40.28;;;742029.0;2427.52;2427.52;95425.0;312.18;312.18;;;105194.0;344.14;344.14;;;91078.0;297.96;297.96;;;-4750.0;-15.54;-15.54;381.0;1.25;1.25;-4370.0;-14.29;-14.29;92430.0;302.38;302.38;;;;;;;;;;;;;;;;301461.0;986.22;986.22;;;312497.0;1022.32;1022.32;;;;;;0.0;0.0;0.0;10436.0;34.14;34.14;2607.0;8.53;8.53;;;;;;;116.6;116.6;Région Corse;;;;;;;;;;;;;;;;
2011;094;COLLECTIVITE TERRITORIALE DE CORSE;302966;568719.0;1877.17;1877.17;12928.0;42.67;42.67;;;179936.0;593.92;593.92;;;33289.0;;;36274.0;119.73;119.73;;;457330.0;1509.51;1509.51;52968.0;174.83;174.83;;;29250.0;96.55;96.55;;;42038.0;138.75;138.75;;;263500.0;869.73;869.73;;;13439.0;44.36;44.36;;;111390.0;367.66;367.66;349661.0;1154.13;1154.13;0.0;0.0;0.0;;;50880.0;167.94;167.94;;;13306.0;43.92;43.92;;;390847.0;1290.07;1290.07;83401.0;275.28;275.28;;;8145.0;26.88;26.88;;;97518.0;321.88;321.88;;;41187.0;135.94;135.94;203.0;0.67;0.67;41390.0;136.61;136.61;70000.0;231.05;231.05;;;;;;;;;;;;;;;;300121.0;990.61;990.61;;;21584.0;71.24;71.24;;;;;;0.0;0.0;0.0;10274.0;33.91;33.91;2636.0;8.7;8.7;;;;;;;109.88;109.88;Région Corse;;;;;;;;;;;;;;;;
2008;094;COLLECTIVITE TERRITORIALE DE CORSE;260196;517746.0;1989.83;1989.83;2975.0;11.43;11.43;;;145406.0;558.83;558.83;;;35412.0;;;31863.0;122.46;122.46;;;385100.0;1480.04;1480.04;40488.0;155.61;155.61;;;20670.0;79.44;79.44;;;33198.0;127.59;127.59;;;260500.0;1001.17;1001.17;;;9186.0;35.3;35.3;;;132646.0;509.79;509.79;275153.0;1057.48;1057.48;29000.0;111.45;111.45;;;52231.0;200.74;200.74;;;20986.0;80.66;80.66;;;265299.0;1019.61;1019.61;115571.0;444.17;444.17;;;6130.0;23.56;23.56;;;84288.0;323.94;323.94;;;-9853.0;-37.87;-37.87;92.0;0.36;0.36;-9761.0;-37.51;-37.51;142407.0;547.31;547.31;;;;;;;;;;;;;;;;324415.0;1246.81;1246.81;;;15316.0;58.86;58.86;;;;;;;;;;;;;;;;;;;;;136.1;136.1;Région Corse;;;;;;;;;;;;;;;;
2009;094;COLLECTIVITE TERRITORIALE DE CORSE;294118;546494.0;1858.08;1858.08;3126.0;10.63;10.63;;;168525.0;572.98;572.98;;;35201.0;;;34309.0;116.65;116.65;;;423263.0;1439.09;1439.09;46720.0;158.85;158.85;;;29884.0;101.6;101.6;;;37653.0;128.02;128.02;;;262067.0;891.03;891.03;;;12592.0;42.81;42.81;;;123231.0;418.99;418.99;321476.0;1093.02;1093.02;0.0;0.0;0.0;;;80980.0;275.33;275.33;;;36993.0;125.78;125.78;;;295381.0;1004.29;1004.29;116189.0;395.04;395.04;;;7116.0;24.19;24.19;;;93915.0;319.31;319.31;;;-26095.0;-88.72;-88.72;836.0;2.84;2.84;-25260.0;-85.88;-85.88;148491.0;504.87;504.87;;;;;;;;;;;;;;;;317299.0;1078.82;1078.82;;;19708.0;67.01;67.01;;;;;;;;;;;;;;;;;;;;;119.68;119.68;Région Corse;;;;;;;;;;;;;;;;
2010;094;COLLECTIVITE TERRITORIALE DE CORSE;299209;559303.0;1869.27;1869.27;3263.0;10.91;10.91;;;170099.0;568.5;568.5;;;36920.0;;;33545.0;112.11;112.11;;;450790.0;1506.61;1506.61;49232.0;164.54;164.54;;;28504.0;95.27;95.27;;;38863.0;129.89;129.89;;;263322.0;880.06;880.06;;;11733.0;39.21;39.21;;;108512.0;362.66;362.66;267234.0;893.13;893.13;0.0;0.0;0.0;;;35111.0;117.35;117.35;;;16891.0;56.45;56.45;;;246275.0;823.09;823.09;93076.0;311.07;311.07;;;7775.0;25.98;25.98;;;65571.0;219.15;219.15;;;-20959.0;-70.05;-70.05;-599.0;-2.0;-2.0;-21558.0;-72.05;-72.05;130071.0;434.71;434.71;;;;;;;;;;;;;;;;308266.0;1030.27;1030.27;;;19504.0;65.19;65.19;;;;;;;;;;;;;;;;;;;;;123.39;123.39;Région Corse;;;;;;;;;;;;;;;;
2015;094;COLLECTIVITE TERRITORIALE DE CORSE;316257;704585.0;2227.89;2227.89;13846.0;43.78;43.78;2.2;2.2;195397.0;617.84;617.84;31.04;31.04;32590.0;5.18;5.18;18040.0;57.04;57.04;2.87;2.87;612087.0;1935.41;1935.41;61563.0;194.66;194.66;11.8;11.8;24239.0;76.64;76.64;4.65;4.65;55484.0;175.44;175.44;10.63;10.63;272490.0;861.61;861.61;52.22;52.22;103666.0;327.79;327.79;19.87;19.87;92498.0;292.48;292.48;508799.0;1608.82;1608.82;158479.0;501.11;501.11;31.15;31.15;63271.0;200.06;200.06;12.44;12.44;10797.0;34.14;34.14;2.12;2.12;528843.0;1672.19;1672.19;82768.0;261.71;261.71;15.65;15.65;78242.0;247.4;247.4;14.79;14.79;132569.0;419.18;419.18;25.07;25.07;20043.0;63.38;63.38;101.0;0.32;0.32;20145.0;63.7;63.7;72353.0;228.78;228.78;118763.0;375.53;375.53;18.86;18.86;107755.0;340.72;340.72;17.12;17.12;29513.0;93.32;93.32;4.69;4.69;422442.0;1335.75;1335.75;66.76;66.76;89511.0;283.03;283.03;14.22;14.22;-20881.0;-66.03;-66.03;0.0;0.0;0.0;12866.0;40.68;40.68;2678.0;8.47;8.47;0.0;0.0;0.0;0.0;0.0;0.0;103.05;103.05;Région Corse;;;;;;;;;;;;;;;;
