exer;reg;lbudg;mpoid_bp;tpf;ftpf;mtpf;imd;fimd;mimd;rimd;rmimd;imt;fimt;mimt;rimt;rmimt;tip;rtdp;rmtdp;dgf;fdgf;mdgf;rdgf;rmdgf;tcf;ftcf;mtcf;chp;fchp;mchp;rchp;rmchp;ace;face;mace;race;rmace;sub;fsub;msub;rsuc;rmsuc;cop;fcop;mcop;rcoo;rmcoo;chf;fchf;mchf;rchf;rmchf;rec;frec;mrec;tri;ftri;mtri;emp;femp;memp;remp;rmemp;sir;fsir;msir;rsir;rmsir;fct;ffct;mfct;rfct;rmfct;tib;ftib;mtib;ded;fded;mded;rded;rmded;rce;frce;mrce;rrce;rmrce;sev;fsev;msev;rsev;rmsev;bfr;fbfr;mbfr;soc;fsoc;msoc;bfi;fbfi;mbfi;res;fres;mres;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cnr;fcnr;mcnr;rcnr;rmcnr;dba;fdba;mdba;rdbafr;mrdbafr;adb;fadb;madb;radb;rmadb;fdr;ffdr;mfdr;cvaeexor;fcvaeexor;mcvaeexor;cvaer;fcvaer;mcvaer;iferr;fiferr;miferr;tasafbr;ftasafbr;mtasafbr;tasacfer;ftasacfer;mtasacfer;ftip;mtip;strate;erc;ferc;merc;rerc;rmerc;f2rpfr;ff2rpfr;strf2rpfr;f2rcfr;ff2rcfr;strf2rcfr;f1rdba;ff1rbda;strf1rbda;retdr;mretdr
2014;101;REG GUADELOUPE;404635;281864.0;696.59;712.83;13691.0;33.83;30.38;6.54;4.71;171662.0;424.24;372.82;62.64;57.76;0.0;0.0;0.0;14254.0;35.23;35.72;5.2;5.53;248081.0;613.1;565.97;48332.0;119.45;133.04;24.29;27.52;42936.0;106.11;74.71;21.58;15.45;56567.0;139.8;146.65;28.43;30.33;21520.0;53.18;60.24;10.82;12.46;5339.0;13.19;13.29;2.68;2.75;33782.0;83.49;146.87;168827.0;417.23;504.9;20000.0;49.43;101.33;11.85;20.07;62722.0;155.01;125.92;37.15;24.94;10928.0;27.01;25.09;6.47;4.97;188806.0;466.61;602.97;113860.0;281.39;324.06;60.31;53.74;22593.0;55.83;47.16;11.97;7.82;43464.0;107.42;127.33;23.02;21.12;19979.0;49.37;98.07;0.0;0.0;2.93;19979.0;49.37;101.0;13804.0;34.11;45.86;85095.0;210.3;175.18;31.05;27.14;75072.0;185.53;162.0;27.39;25.1;52479.0;129.7;114.84;19.15;17.79;219089.0;541.45;492.28;0.0;0.0;27931.0;69.03;59.91;10.19;9.28;9654.0;23.86;53.65;0.0;0.0;0.0;10748.0;26.56;27.54;2578.0;6.37;5.18;;;;;;;0.0;0.01;Régions d Outre-mer;;;;;;;;;;;;;;;;
2013;101;REG GUADELOUPE;403355;312659.0;775.15;743.12;11662.0;28.91;29.76;5.51;4.65;174173.0;431.81;354.15;60.41;55.3;0.0;0.0;0.0;15323.0;37.99;38.49;5.31;6.01;284036.0;704.18;603.28;47438.0;117.61;125.91;20.35;25.27;38691.0;95.92;71.71;16.6;14.39;73926.0;183.28;163.69;31.71;32.85;19886.0;49.3;59.83;8.53;12.01;5727.0;14.2;14.43;2.46;2.9;28624.0;70.96;139.84;191086.0;473.74;537.35;20000.0;49.58;96.78;10.47;18.01;50658.0;125.59;146.54;26.51;27.27;8716.0;21.61;29.02;4.56;5.4;182119.0;451.51;554.29;94704.0;234.79;214.21;52.0;38.65;21399.0;53.05;82.95;11.75;14.97;49360.0;122.37;140.36;27.1;25.32;-8967.0;-22.23;16.94;0.0;0.0;0.03;-8967.0;-22.23;16.96;37591.0;93.2;122.88;64884.0;160.86;154.19;22.51;24.07;55193.0;136.84;142.16;19.14;22.2;33794.0;83.78;59.21;11.72;9.24;221682.0;549.59;441.62;0.0;0.0;27127.0;67.25;96.88;9.41;15.13;19474.0;48.28;134.71;0.0;0.0;0.0;10154.0;25.17;27.31;2601.0;6.45;5.25;;;;;;;0.0;0.0;Régions d Outre-mer;;;;;;;;;;;;;;;;
2017;101;REG GUADELOUPE;400186;305542.0;763.5;837.89;33163.0;82.87;74.87;11.42;10.39;153774.0;384.26;395.72;52.93;54.94;0.0;0.0;0.0;8308.0;20.76;18.64;2.86;2.59;275363.0;688.09;690.96;59294.0;148.17;164.67;27.97;30.18;39983.0;99.91;65.48;18.86;12.0;68921.0;172.22;183.41;32.51;33.61;21738.0;54.32;37.65;10.25;6.9;9279.0;23.19;20.72;4.38;3.8;30179.0;75.41;146.93;128008.0;319.87;724.83;0.0;0.0;192.28;0.0;26.53;41674.0;104.14;239.05;32.56;32.98;17060.0;42.63;61.73;13.33;8.52;173563.0;433.71;759.06;73410.0;183.44;422.78;42.3;55.7;27949.0;69.84;51.37;16.1;6.77;55762.0;139.34;117.99;32.13;15.54;45555.0;113.84;34.23;0.0;0.0;-0.62;45555.0;113.84;33.61;-15377.0;-38.42;113.32;83596.0;208.89;194.11;28.78;26.95;78499.0;196.16;174.64;27.02;24.24;50550.0;126.32;123.28;17.4;17.11;267434.0;668.27;1042.58;92.06;144.74;34153.0;85.34;68.22;11.76;9.47;10847.0;27.1;77.57;0.0;0.0;0.01;26178.0;65.42;66.15;2562.0;6.4;4.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Régions d Outre-mer;267434.0;668.27;1042.57;92.06;144.74;290514.0;725.95;720.33;212015.0;529.79;545.69;267434.0;668.27;1042.57;92.06;144.74
2018;101;REG GUADELOUPE;397990;313064.0;786.61;836.15;34683.0;87.15;78.74;11.82;11.15;172095.0;432.41;434.07;58.65;61.48;5952.0;2.03;2.69;0.0;0.0;0.0;0.0;0.0;308922.0;776.2;723.49;68843.0;172.98;175.95;29.45;31.36;44448.0;111.68;75.23;19.01;13.41;75752.0;190.34;168.22;32.4;29.98;25190.0;63.29;39.08;10.77;6.96;6313.0;15.86;21.61;2.7;3.85;4143.0;10.41;112.66;275868.0;693.15;797.48;60000.0;150.76;207.04;21.75;25.96;80327.0;201.83;206.56;29.12;25.9;8536.0;21.45;46.42;3.09;5.82;214581.0;539.16;763.12;92611.0;232.7;436.27;43.16;57.17;23709.0;59.57;48.9;11.05;6.41;80513.0;202.3;135.21;37.52;17.72;-61287.0;-153.99;-34.36;0.0;0.0;1.04;-61287.0;-153.99;-33.32;65430.0;164.4;145.98;66579.0;167.29;164.85;22.69;23.35;59618.0;149.8;144.87;20.32;20.52;35910.0;90.23;95.97;12.24;13.59;303725.0;763.15;1195.9;103.52;169.38;29651.0;74.5;69.0;10.11;9.77;22617.0;56.83;69.87;0.0;0.0;0.01;25562.0;64.23;67.48;2497.0;6.28;4.76;0.0;0.0;0.0;0.0;0.0;0.0;14.95;18.97;Régions d Outre-mer;303725.0;763.15;1195.89;103.52;169.38;293408.0;737.22;706.03;233790.0;587.43;561.16;303725.0;763.15;1195.89;103.52;169.38
2016;101;REG GUADELOUPE;402119;300245.0;746.66;750.43;14109.0;35.09;33.27;5.02;5.23;159820.0;397.44;390.97;56.88;61.51;0.0;0.0;0.0;10249.0;25.49;23.4;3.65;3.68;281816.0;700.83;654.09;53227.0;132.37;152.64;24.6;29.98;40946.0;101.83;60.85;18.92;11.95;75595.0;187.99;170.2;34.93;33.43;21728.0;54.03;38.42;10.04;7.55;7091.0;17.63;14.83;3.28;2.91;18429.0;45.83;96.34;169331.0;421.1;960.65;10000.0;24.87;275.71;5.91;28.7;69337.0;172.43;162.13;40.95;16.88;18209.0;45.28;54.45;10.75;5.67;166441.0;413.91;839.2;71022.0;176.62;396.3;42.67;47.22;25789.0;64.13;78.6;15.49;9.37;49378.0;122.8;105.98;29.67;12.63;-2890.0;-7.19;-121.45;0.0;0.0;-0.68;-2890.0;-7.19;-122.13;21319.0;53.02;218.47;72216.0;179.59;141.49;25.7;22.26;64588.0;160.62;126.54;22.99;19.91;38800.0;96.49;47.94;13.81;7.54;295383.0;734.57;905.84;105.12;142.51;32880.0;81.77;91.85;11.7;14.45;30752.0;76.48;48.3;0.0;0.0;0.0;12515.0;31.12;31.87;2574.0;6.4;4.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Régions d Outre-mer;295383.0;734.57;905.82;4.57;142.51;;;;;;;;;;;
2012;101;REG GUADELOUPE;401554;266143.0;662.78;652.37;11593.0;28.87;28.59;;;155858.0;388.14;341.94;;;0.0;;;15650.0;38.97;38.46;;;237618.0;591.75;515.11;45942.0;114.41;113.93;;;35672.0;88.83;61.45;;;54724.0;136.28;136.12;;;20357.0;50.7;63.24;;;6387.0;15.9;13.83;;;28526.0;71.04;137.26;149825.0;373.11;697.09;20000.0;49.81;219.77;;;41654.0;103.73;131.9;;;9534.0;23.74;22.99;;;180557.0;449.64;694.6;86391.0;215.14;212.61;;;21091.0;52.52;186.5;;;57887.0;144.16;126.99;;;30732.0;76.53;-2.49;0.0;0.0;1.24;30732.0;76.53;-1.25;-2206.0;-5.49;138.51;;;;;;;;;;;;;;;;223081.0;555.54;430.49;;;27478.0;68.43;199.83;;;;;;0.0;0.0;0.0;9803.0;24.41;25.78;2520.0;6.28;5.08;;;;;;;0.0;0.0;Régions d Outre-mer;;;;;;;;;;;;;;;;
2011;101;REG GUADELOUPE;401784;256154.0;637.54;611.6;11657.0;29.01;30.14;;;162590.0;404.67;348.97;;;0.0;;;15650.0;38.95;38.71;;;236724.0;589.18;480.71;44673.0;111.19;100.86;;;33752.0;84.01;55.16;;;54937.0;136.73;134.12;;;22582.0;56.21;64.85;;;5835.0;14.52;12.54;;;19429.0;48.36;130.89;191311.0;476.15;1111.72;0.0;0.0;79.53;;;44367.0;110.43;743.76;;;10704.0;26.64;23.06;;;156067.0;388.43;1140.6;79868.0;198.78;214.94;;;21780.0;54.21;90.74;;;46067.0;114.66;129.47;;;-35245.0;-87.72;28.88;0.0;0.0;0.44;-35245.0;-87.72;29.33;54674.0;136.08;101.56;;;;;;;;;;;;;;;;224173.0;557.94;401.17;;;27615.0;68.73;103.22;;;;;;0.0;0.0;0.0;8530.0;21.23;24.1;2470.0;6.15;5.01;;;;;;;0.0;0.0;Régions d Outre-mer;;;;;;;;;;;;;;;;
2008;101;REG GUADELOUPE;422496;250892.0;593.83;598.2;18103.0;42.85;44.18;;;170114.0;402.64;378.07;;;0.0;;;14553.0;34.45;38.99;;;184950.0;437.76;381.78;31673.0;74.97;61.93;;;30456.0;72.09;56.52;;;42098.0;99.64;111.28;;;14718.0;34.84;63.09;;;8743.0;20.69;15.54;;;65942.0;156.08;216.42;145675.0;344.8;491.19;0.0;0.0;6.0;;;36258.0;85.82;98.4;;;5627.0;13.32;47.98;;;186394.0;441.17;516.69;101828.0;241.01;354.27;;;24790.0;58.67;32.49;;;50193.0;118.8;110.81;;;40719.0;96.38;25.5;0.0;0.0;1.71;40719.0;96.38;27.21;25223.0;59.7;189.21;;;;;;;;;;;;;;;;169162.0;400.39;446.03;;;33527.0;79.36;47.69;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Régions d Outre-mer;;;;;;;;;;;;;;;;
2009;101;REG GUADELOUPE;400736;255050.0;636.45;566.53;19758.0;49.31;44.41;;;157636.0;393.37;338.01;;;0.0;;;15015.0;37.47;39.04;;;202912.0;506.35;376.45;42172.0;105.24;82.72;;;33570.0;83.77;53.14;;;38114.0;95.11;100.25;;;22297.0;55.64;55.0;;;4766.0;11.89;11.98;;;52138.0;130.11;190.09;232183.0;579.39;634.81;0.0;0.0;144.43;;;50455.0;125.91;100.36;;;3756.0;9.37;88.97;;;211220.0;527.08;654.71;121191.0;302.42;335.95;;;23795.0;59.38;96.18;;;58184.0;145.19;100.86;;;-20963.0;-52.31;19.89;0.0;0.0;1.23;-20963.0;-52.31;21.12;73100.0;182.42;168.97;;;;;;;;;;;;;;;;220367.0;549.91;420.35;;;28560.0;71.27;107.62;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Régions d Outre-mer;;;;;;;;;;;;;;;;
2010;101;REG GUADELOUPE;400584;256093.0;639.3;586.18;21489.0;53.65;45.68;;;162210.0;404.93;342.63;;;0.0;;;15493.0;38.68;39.03;;;212701.0;530.98;401.89;44267.0;110.51;91.66;;;32204.0;80.39;53.5;;;49030.0;122.4;108.86;;;24832.0;61.99;59.18;;;5445.0;13.59;11.69;;;43392.0;108.32;184.29;174790.0;436.34;549.7;0.0;0.0;70.08;;;40242.0;100.46;159.98;;;8175.0;20.41;45.88;;;170007.0;424.4;407.92;95622.0;238.71;181.76;;;19414.0;48.46;94.75;;;45281.0;113.04;83.42;;;-4783.0;-11.94;-141.78;0.0;0.0;2.8;-4783.0;-11.94;-138.98;48174.0;120.26;323.26;;;;;;;;;;;;;;;;225953.0;564.06;405.09;;;24860.0;62.06;106.37;;;;;;;;;;;;;;;;;;;;;0.0;0.0;Régions d Outre-mer;;;;;;;;;;;;;;;;
