exer;reg;lbudg;mpoid_bp;tpf;ftpf;mtpf;imd;fimd;mimd;rimd;rmimd;imt;fimt;mimt;rimt;rmimt;tip;rtdp;rmtdp;dgf;fdgf;mdgf;rdgf;rmdgf;tcf;ftcf;mtcf;chp;fchp;mchp;rchp;rmchp;ace;face;mace;race;rmace;sub;fsub;msub;rsuc;rmsuc;cop;fcop;mcop;rcoo;rmcoo;chf;fchf;mchf;rchf;rmchf;rec;frec;mrec;tri;ftri;mtri;emp;femp;memp;remp;rmemp;sir;fsir;msir;rsir;rmsir;fct;ffct;mfct;rfct;rmfct;tib;ftib;mtib;ded;fded;mded;rded;rmded;rce;frce;mrce;rrce;rmrce;sev;fsev;msev;rsev;rmsev;bfr;fbfr;mbfr;soc;fsoc;msoc;bfi;fbfi;mbfi;res;fres;mres;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cnr;fcnr;mcnr;rcnr;rmcnr;dba;fdba;mdba;rdbafr;mrdbafr;adb;fadb;madb;radb;rmadb;fdr;ffdr;mfdr;cvaeexor;fcvaeexor;mcvaeexor;cvaer;fcvaer;mcvaer;iferr;fiferr;miferr;tasafbr;ftasafbr;mtasafbr;tasacfer;ftasacfer;mtasacfer;ftip;mtip;strate;erc;ferc;merc;rerc;rmerc;f2rpfr;ff2rpfr;strf2rpfr;f2rcfr;ff2rcfr;strf2rcfr;f1rdba;ff1rbda;strf1rbda;retdr;mretdr
2017;032;REG HAUTS DE FRANCE;6006156;2936153.0;488.86;447.67;809172.0;134.72;114.51;31.79;29.55;934278.0;155.55;149.24;36.72;38.51;447247.0;17.57;17.29;430516.0;71.68;65.75;16.91;16.97;2613840.0;435.19;389.02;366147.0;60.96;51.05;16.9;16.51;475552.0;79.18;47.7;21.95;15.43;286580.0;47.71;72.28;13.23;23.38;813025.0;135.37;109.44;37.53;35.4;66623.0;11.09;8.04;3.08;2.6;322313.0;53.66;58.65;1391723.0;231.72;231.79;210000.0;34.96;32.98;15.09;14.23;141482.0;23.56;27.23;10.17;11.75;40788.0;6.79;6.75;2.93;2.91;1324718.0;220.56;241.5;207626.0;34.57;40.0;15.67;16.56;167716.0;27.92;22.59;12.66;9.35;364508.0;60.69;85.52;27.52;35.41;-67005.0;-11.16;9.71;-14892.0;-2.48;-0.6;-81897.0;-13.64;9.11;404210.0;67.3;49.54;433013.0;72.09;83.8;17.01;21.62;379346.0;63.16;78.41;14.9;20.23;211630.0;35.24;55.83;8.31;14.41;3029443.0;504.39;360.05;119.01;92.9;221912.0;36.95;28.8;8.72;7.43;57347.0;9.55;15.09;13.0;0.0;0.09;604226.0;100.6;111.57;59944.0;9.98;10.12;0.0;0.0;0.0;0.0;0.0;0.0;74.46;67.01;Régions de métropole hors Idf et Corse;2988014.0;497.49;357.02;117.38;92.12;2545491.0;423.81;387.56;2166145.0;360.65;309.15;2988014.0;497.49;357.02;117.38;92.12
2018;032;REG HAUTS DE FRANCE;6009976;3080930.0;512.64;478.13;864174.0;143.79;129.28;32.73;31.92;1404211.0;233.65;219.59;53.21;54.22;518570.0;19.64;19.55;0.0;0.0;0.0;0.0;0.0;2624145.0;436.63;418.58;363601.0;60.5;52.87;16.75;16.37;490776.0;81.66;58.66;22.61;18.16;287626.0;47.86;68.6;13.25;21.24;795560.0;132.37;114.5;36.65;35.45;63720.0;10.6;8.04;2.94;2.49;456785.0;76.0;59.55;1346968.0;224.12;261.34;223696.0;37.22;34.17;16.61;13.08;202633.0;33.72;37.17;15.04;14.22;38781.0;6.45;6.8;2.88;2.6;1537276.0;255.79;258.25;146969.0;24.45;37.01;9.56;14.33;338387.0;56.3;27.58;22.01;10.68;430773.0;71.68;95.87;28.02;37.12;190308.0;31.67;-3.09;-14103.0;-2.35;-0.78;176205.0;29.32;-3.87;280580.0;46.69;63.42;540613.0;89.95;87.81;20.47;21.68;469647.0;78.14;82.02;17.79;20.25;131259.0;21.84;54.44;4.97;13.44;2984509.0;496.59;367.09;113.03;90.64;391535.0;65.15;33.71;14.83;8.32;67812.0;11.28;20.43;21.0;0.0;0.08;620286.0;103.21;112.91;59003.0;9.82;9.93;0.0;0.0;0.0;0.0;0.0;0.0;86.28;79.17;Régions de métropole hors Idf et Corse;2943080.0;489.7;363.85;111.46;89.84;2640550.0;439.36;405.02;2170903.0;361.22;322.99;2943080.0;489.7;363.85;111.46;89.84
2016;032;REGION HAUTS DE FRANCE;5987883;2705635.0;451.85;400.07;356041.0;59.46;63.96;15.53;18.52;945180.0;157.85;148.25;41.22;42.93;449877.0;19.62;19.55;478374.0;79.89;73.1;20.86;21.17;2387001.0;398.64;348.48;365620.0;61.06;49.73;18.51;18.21;185304.0;30.95;31.99;9.38;11.71;352419.0;58.86;65.06;17.84;23.82;843622.0;140.89;95.98;42.71;35.14;70698.0;11.81;8.33;3.58;3.05;318635.0;53.21;51.59;1462025.0;244.16;227.82;287000.0;47.93;40.85;19.63;17.93;149341.0;24.94;15.12;10.21;6.64;52224.0;8.72;6.11;3.57;2.68;1637786.0;273.52;230.28;218292.0;36.46;36.73;13.33;15.95;161552.0;26.98;24.52;9.86;10.65;483831.0;80.8;78.66;29.54;34.16;175761.0;29.35;2.46;329.0;0.06;0.41;176091.0;29.41;2.87;142544.0;23.81;48.72;383766.0;64.09;79.26;16.74;22.95;317722.0;53.06;72.17;13.86;20.9;156169.0;26.08;47.65;6.81;13.8;2990001.0;499.34;351.18;128.47;99.15;217220.0;36.28;30.88;9.47;8.94;15383.0;2.57;16.3;4.0;0.0;0.03;295860.0;49.41;53.99;59854.0;10.0;10.19;0.0;0.0;0.0;0.0;0.0;0.0;75.13;67.51;Régions de métropole hors Idf et Corse;2945730.0;491.95;348.1;9.27;100.81;;;;;;;;;;;
