exer;reg;lbudg;mpoid_bp;tpf;ftpf;mtpf;imd;fimd;mimd;rimd;rmimd;imt;fimt;mimt;rimt;rmimt;tip;rtdp;rmtdp;dgf;fdgf;mdgf;rdgf;rmdgf;tcf;ftcf;mtcf;chp;fchp;mchp;rchp;rmchp;ace;face;mace;race;rmace;sub;fsub;msub;rsuc;rmsuc;cop;fcop;mcop;rcoo;rmcoo;chf;fchf;mchf;rchf;rmchf;rec;frec;mrec;tri;ftri;mtri;emp;femp;memp;remp;rmemp;sir;fsir;msir;rsir;rmsir;fct;ffct;mfct;rfct;rmfct;tib;ftib;mtib;ded;fded;mded;rded;rmded;rce;frce;mrce;rrce;rmrce;sev;fsev;msev;rsev;rmsev;bfr;fbfr;mbfr;soc;fsoc;msoc;bfi;fbfi;mbfi;res;fres;mres;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cnr;fcnr;mcnr;rcnr;rmcnr;dba;fdba;mdba;rdbafr;mrdbafr;adb;fadb;madb;radb;rmadb;fdr;ffdr;mfdr;cvaeexor;fcvaeexor;mcvaeexor;cvaer;fcvaer;mcvaer;iferr;fiferr;miferr;tasafbr;ftasafbr;mtasafbr;tasacfer;ftasacfer;mtasacfer;ftip;mtip;strate;erc;ferc;merc;rerc;rmerc;f2rpfr;ff2rpfr;strf2rpfr;f2rcfr;ff2rcfr;strf2rcfr;f1rdba;ff1rbda;strf1rbda;retdr;mretdr
2014;054;REG POITOU-CHARENTES;1777773;606523.0;341.17;390.63;100001.0;56.25;62.18;21.67;18.01;217504.0;122.35;126.42;41.06;36.61;84922.0;16.03;18.71;136671.0;76.88;87.94;25.8;25.47;559170.0;314.53;336.96;109557.0;61.63;48.51;23.64;17.89;54267.0;30.53;32.33;11.71;11.92;196523.0;110.54;62.53;42.41;23.06;53790.0;30.26;96.63;11.61;35.63;13220.0;7.44;8.75;2.85;3.23;47352.0;26.64;53.67;335477.0;188.71;244.78;80941.0;45.53;49.06;24.13;20.04;16100.0;9.06;15.5;4.8;6.33;7195.0;4.05;6.62;2.14;2.7;289043.0;162.59;237.52;47028.0;26.45;36.98;16.27;15.57;31401.0;17.66;26.31;10.86;11.08;76106.0;42.81;86.07;26.33;36.24;-46434.0;-26.12;-7.27;-506.0;-0.28;0.79;-46940.0;-26.4;-6.48;94292.0;53.04;60.15;79389.0;44.66;82.78;14.99;23.97;66344.0;37.32;74.1;12.52;21.46;34943.0;19.66;47.79;6.6;13.84;379669.0;213.56;307.68;0.0;0.0;41390.0;23.28;34.93;7.81;10.12;54593.0;30.71;15.06;34.0;0.02;0.05;83864.0;47.17;52.22;18763.0;10.55;10.23;;;;;;;47.77;64.6;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2013;054;REG POITOU-CHARENTES;1770363;653703.0;369.25;387.67;102760.0;58.04;62.92;20.89;18.09;169450.0;95.71;107.38;30.78;30.87;83957.0;15.25;18.27;142725.0;80.62;91.16;25.93;26.21;558743.0;315.61;328.07;103737.0;58.6;46.94;23.19;17.59;50387.0;28.46;31.92;11.26;11.96;193695.0;109.41;62.71;43.29;23.5;49534.0;27.98;97.14;11.07;36.4;13018.0;7.35;8.44;2.91;3.16;94959.0;53.64;59.59;285559.0;161.3;227.9;30000.0;16.95;36.98;10.51;16.23;19310.0;10.91;15.07;6.76;6.61;7279.0;4.11;6.84;2.55;3.0;283002.0;159.86;231.35;49225.0;27.81;37.51;17.39;16.21;27842.0;15.73;25.59;9.84;11.06;73866.0;41.72;82.39;26.1;35.61;-2557.0;-1.44;3.45;-9.0;0.0;1.18;-2566.0;-1.45;4.64;97525.0;55.09;54.95;116270.0;65.68;87.72;21.12;25.22;103030.0;58.2;81.0;18.72;23.29;75187.0;42.47;55.41;13.66;15.93;330129.0;186.48;284.52;0.0;0.0;36553.0;20.65;34.86;6.64;10.02;41701.0;23.56;16.96;69.0;0.04;0.06;83928.0;47.41;52.55;18656.0;10.54;10.3;;;;;;;47.42;63.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2012;054;REG POITOU-CHARENTES;1760575;596723.0;338.94;383.25;94014.0;53.4;60.37;;;160284.0;91.04;108.21;;;83205.0;;;144522.0;82.09;91.35;;;521069.0;295.97;318.43;100408.0;57.03;46.01;;;47589.0;27.03;30.56;;;200322.0;113.78;65.53;;;51080.0;29.01;93.82;;;14622.0;8.31;8.07;;;75654.0;42.97;64.82;260302.0;147.85;230.91;51000.0;28.97;38.3;;;31786.0;18.05;14.59;;;8212.0;4.66;6.49;;;294063.0;167.03;226.91;46107.0;26.19;40.04;;;25391.0;14.42;24.99;;;89203.0;50.67;74.3;;;33761.0;19.18;-4.0;-273.0;-0.16;1.37;33488.0;19.02;-2.63;42165.0;23.95;67.45;;;;;;;;;;;;;;;;327998.0;186.3;273.45;;;34524.0;19.61;31.81;;;;;;156.0;0.09;0.07;75164.0;42.69;49.68;18181.0;10.33;10.16;;;;;;;47.26;63.38;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2011;054;REG POITOU-CHARENTES;1752708;598462.0;341.45;375.62;91532.0;52.22;59.46;;;155737.0;88.85;106.93;;;82375.0;;;144522.0;82.46;91.82;;;522743.0;298.25;309.64;98078.0;55.96;44.98;;;46986.0;26.81;29.34;;;213239.0;121.66;66.36;;;50753.0;28.96;93.35;;;10592.0;6.04;7.85;;;75719.0;43.2;65.97;368536.0;210.27;227.94;20000.0;11.41;34.2;;;55208.0;31.5;14.81;;;12116.0;6.91;7.28;;;322061.0;183.75;222.17;42859.0;24.45;40.42;;;24365.0;13.9;21.54;;;111068.0;63.37;75.18;;;-46475.0;-26.52;-5.77;657.0;0.38;0.38;-45817.0;-26.14;-5.39;121536.0;69.34;71.36;;;;;;;;;;;;;;;;302402.0;172.53;259.54;;;32571.0;18.58;28.17;;;;;;81.0;0.05;0.06;72495.0;41.36;48.31;18081.0;10.32;10.18;;;;;;;47.0;63.15;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;054;REG POITOU-CHARENTES;1640068;565545.0;344.83;360.14;106490.0;64.93;83.0;;;154211.0;94.03;101.23;;;80540.0;;;136827.0;83.43;94.21;;;430673.0;262.59;281.34;85064.0;51.87;40.22;;;32895.0;20.06;23.95;;;207862.0;126.74;69.89;;;40022.0;24.4;91.27;;;9495.0;5.79;8.9;;;134872.0;82.24;78.8;283356.0;172.77;242.71;45000.0;27.44;48.73;;;21652.0;13.2;13.71;;;12404.0;7.56;7.31;;;329457.0;200.88;242.06;67560.0;41.19;50.58;;;51677.0;31.51;27.55;;;93181.0;56.82;85.97;;;46101.0;28.11;-0.66;937.0;0.57;0.73;47038.0;28.68;0.07;87834.0;53.56;78.73;;;;;;;;;;;;;;;;291304.0;177.62;219.24;;;60764.0;37.05;35.36;;;;;;;;;;;;;;;;;;;;;49.11;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2009;054;REG POITOU-CHARENTES;1724123;590386.0;342.43;355.89;114742.0;66.55;86.15;;;156644.0;90.85;99.92;;;84183.0;;;140870.0;81.71;92.4;;;470244.0;272.74;288.89;94444.0;54.78;42.85;;;34503.0;20.01;23.97;;;211893.0;122.9;68.23;;;47284.0;27.42;92.5;;;7524.0;4.36;6.94;;;120143.0;69.68;67.0;346480.0;200.96;258.6;27067.0;15.7;55.17;;;20093.0;11.65;14.56;;;23040.0;13.36;14.5;;;321029.0;186.2;250.02;91577.0;53.11;49.08;;;25913.0;15.03;31.75;;;77315.0;44.84;86.74;;;-25451.0;-14.76;-8.58;393.0;0.23;1.5;-25057.0;-14.53;-7.08;145200.0;84.22;74.08;;;;;;;;;;;;;;;;292474.0;169.64;232.39;;;31714.0;18.39;38.11;;;;;;;;;;;;;;;;;;;;;48.83;58.82;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2010;054;REG POITOU-CHARENTES;1739780;595425.0;342.24;367.02;119887.0;68.91;88.9;;;160142.0;92.05;99.64;;;85835.0;;;142261.0;81.77;92.38;;;480794.0;276.35;299.55;98302.0;56.5;44.18;;;40304.0;23.17;26.54;;;199736.0;114.81;67.46;;;46739.0;26.86;91.75;;;8260.0;4.75;7.15;;;114631.0;65.89;67.47;328844.0;189.01;227.5;38000.0;21.84;39.18;;;38112.0;21.91;14.82;;;14713.0;8.46;8.18;;;331958.0;190.8;226.1;47187.0;27.12;43.15;;;23725.0;13.64;23.13;;;132929.0;76.41;76.95;;;3114.0;1.79;-1.4;98.0;0.06;0.1;3212.0;1.85;-1.3;111418.0;64.04;68.77;;;;;;;;;;;;;;;;306756.0;176.32;246.88;;;30361.0;17.45;29.17;;;;;;;;;;;;;;;;;;;;;49.34;58.7;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2015;054;REG POITOU-CHARENTES;1783991;618473.0;346.68;397.87;103274.0;57.89;62.78;19.61;18.07;235546.0;132.03;144.56;44.72;41.61;86458.0;16.41;19.47;124081.0;69.55;80.54;23.56;23.18;591871.0;331.77;347.34;112863.0;63.26;49.46;22.46;17.87;59673.0;33.45;32.38;11.88;11.7;215827.0;120.98;66.84;42.95;24.14;53603.0;30.05;97.49;10.67;35.22;12778.0;7.16;9.03;2.54;3.26;26601.0;14.91;50.54;288474.0;161.7;241.85;109000.0;61.1;49.58;37.79;20.5;16037.0;8.99;16.63;5.56;6.88;7276.0;4.08;6.21;2.52;2.57;250551.0;140.44;231.66;43341.0;24.29;36.98;17.3;15.96;31035.0;17.4;23.79;12.39;10.27;85539.0;47.95;83.31;34.14;35.96;-37923.0;-21.26;-10.19;-24.0;-0.01;0.36;-37947.0;-21.27;-9.83;64549.0;36.18;60.37;36751.0;20.6;77.11;6.98;22.19;24244.0;13.59;70.59;4.6;20.32;-6790.0;-3.81;46.8;-1.29;13.47;457635.0;256.52;333.52;86.88;93.98;41129.0;23.05;30.74;7.81;8.85;57797.0;32.4;16.96;29.0;0.02;0.04;89453.0;50.14;53.43;18902.0;10.6;10.21;0.0;0.0;0.0;0.0;0.0;0.0;48.46;67.64;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
