exer;reg;lbudg;mpoid_bp;tpf;ftpf;mtpf;imd;fimd;mimd;rimd;rmimd;imt;fimt;mimt;rimt;rmimt;tip;rtdp;rmtdp;dgf;fdgf;mdgf;rdgf;rmdgf;tcf;ftcf;mtcf;chp;fchp;mchp;rchp;rmchp;ace;face;mace;race;rmace;sub;fsub;msub;rsuc;rmsuc;cop;fcop;mcop;rcoo;rmcoo;chf;fchf;mchf;rchf;rmchf;rec;frec;mrec;tri;ftri;mtri;emp;femp;memp;remp;rmemp;sir;fsir;msir;rsir;rmsir;fct;ffct;mfct;rfct;rmfct;tib;ftib;mtib;ded;fded;mded;rded;rmded;rce;frce;mrce;rrce;rmrce;sev;fsev;msev;rsev;rmsev;bfr;fbfr;mbfr;soc;fsoc;msoc;bfi;fbfi;mbfi;res;fres;mres;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cnr;fcnr;mcnr;rcnr;rmcnr;dba;fdba;mdba;rdbafr;mrdbafr;adb;fadb;madb;radb;rmadb;fdr;ffdr;mfdr;cvaeexor;fcvaeexor;mcvaeexor;cvaer;fcvaer;mcvaer;iferr;fiferr;miferr;tasafbr;ftasafbr;mtasafbr;tasacfer;ftasacfer;mtasacfer;ftip;mtip;strate;erc;ferc;merc;rerc;rmerc;f2rpfr;ff2rpfr;strf2rpfr;f2rcfr;ff2rcfr;strf2rcfr;f1rdba;ff1rbda;strf1rbda;retdr;mretdr
2014;043;REG FRANCHE-COMTE;1173440;508318.0;433.19;390.63;66331.0;56.53;62.18;20.23;18.01;145833.0;124.28;126.42;33.01;36.61;78488.0;17.77;18.71;118544.0;101.02;87.94;26.83;25.47;414304.0;353.07;336.96;70220.0;59.84;48.51;20.46;17.89;14873.0;12.67;32.33;4.33;11.92;95292.0;81.21;62.53;27.77;23.06;139405.0;118.8;96.63;40.62;35.63;4302.0;3.67;8.75;1.25;3.23;94014.0;80.12;53.67;274544.0;233.97;244.78;7110.0;6.06;49.06;2.59;20.04;18756.0;15.98;15.5;6.83;6.33;7924.0;6.75;6.62;2.89;2.7;276150.0;235.33;237.52;39932.0;34.03;36.98;14.46;15.57;15461.0;13.18;26.31;5.6;11.08;107443.0;91.56;86.07;38.91;36.24;1606.0;1.37;-7.27;-276.0;-0.24;0.79;1329.0;1.13;-6.48;92685.0;78.99;60.15;100329.0;85.5;82.78;22.71;23.97;98605.0;84.03;74.1;22.32;21.46;83144.0;70.86;47.79;18.82;13.84;183283.0;156.19;307.68;0.0;0.0;19536.0;16.65;34.93;4.42;10.12;4873.0;4.15;15.06;2.0;0.0;0.05;54440.0;46.39;52.22;11949.0;10.18;10.23;;;;;;;66.89;64.6;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2013;043;REG FRANCHE-COMTE;1171763;498892.0;425.76;387.67;66876.0;57.07;62.92;20.82;18.09;122844.0;104.84;107.38;28.24;30.87;74562.0;17.14;18.27;119862.0;102.29;91.16;27.55;26.21;405357.0;345.94;328.07;67282.0;57.42;46.94;20.0;17.59;16333.0;13.94;31.92;4.85;11.96;94328.0;80.5;62.71;28.04;23.5;134897.0;115.12;97.14;40.1;36.4;4309.0;3.68;8.44;1.28;3.16;93536.0;79.82;59.59;250702.0;213.95;227.9;8194.0;6.99;36.98;3.27;16.23;19835.0;16.93;15.07;7.91;6.61;6191.0;5.28;6.84;2.47;3.0;244842.0;208.95;231.35;57492.0;49.06;37.51;23.48;16.21;17360.0;14.82;25.59;7.09;11.06;65482.0;55.88;82.39;26.74;35.61;-5861.0;-5.0;3.45;2252.0;1.92;1.18;-3608.0;-3.08;4.64;97144.0;82.9;54.95;100716.0;85.95;87.72;23.15;25.22;98609.0;84.15;81.0;22.67;23.29;81249.0;69.34;55.41;18.68;15.93;191635.0;163.54;284.52;0.0;0.0;21555.0;18.4;34.86;4.95;10.02;6423.0;5.48;16.96;26.0;0.02;0.06;55624.0;47.47;52.55;11753.0;10.03;10.3;;;;;;;63.63;63.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2012;043;REG FRANCHE-COMTE;1168208;493972.0;422.85;383.25;68752.0;58.85;60.37;;;123144.0;105.41;108.21;;;74162.0;;;116935.0;100.1;91.35;;;398838.0;341.41;318.43;66595.0;57.01;46.01;;;20761.0;17.77;30.56;;;92159.0;78.89;65.53;;;130812.0;111.98;93.82;;;4913.0;4.21;8.07;;;95134.0;81.44;64.82;229180.0;196.18;230.91;5000.0;4.28;38.3;;;19444.0;16.64;14.59;;;5890.0;5.04;6.49;;;237100.0;202.96;226.91;53160.0;45.51;40.04;;;14314.0;12.25;24.99;;;69558.0;59.54;74.3;;;7920.0;6.78;-4.0;5785.0;4.95;1.37;13705.0;11.73;-2.63;81429.0;69.7;67.45;;;;;;;;;;;;;;;;200801.0;171.89;273.45;;;19084.0;16.34;31.81;;;;;;118.0;0.1;0.07;56847.0;48.66;49.68;10851.0;9.29;10.16;;;;;;;63.48;63.38;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2011;043;REG FRANCHE-COMTE;1163931;478776.0;411.34;375.62;64839.0;55.71;59.46;;;122369.0;105.13;106.93;;;74063.0;;;116935.0;100.47;91.82;;;391360.0;336.24;309.64;64992.0;55.84;44.98;;;29853.0;25.65;29.34;;;84089.0;72.25;66.36;;;119417.0;102.6;93.35;;;5712.0;4.91;7.85;;;87416.0;75.1;65.97;269888.0;231.88;227.94;24000.0;20.62;34.2;;;18313.0;15.73;14.81;;;7803.0;6.7;7.28;;;250772.0;215.45;222.17;41995.0;36.08;40.42;;;14350.0;12.33;21.54;;;93976.0;80.74;75.18;;;-19117.0;-16.42;-5.77;81.0;0.07;0.38;-19035.0;-16.35;-5.39;106452.0;91.46;71.36;;;;;;;;;;;;;;;;210115.0;180.52;259.54;;;19913.0;17.11;28.17;;;;;;221.0;0.19;0.06;53484.0;45.95;48.31;10812.0;9.29;10.18;;;;;;;63.63;63.15;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;043;REG FRANCHE-COMTE;1117059;439699.0;393.62;360.14;105936.0;94.84;83.0;;;121907.0;109.13;101.23;;;73296.0;;;114564.0;102.56;94.21;;;334824.0;299.74;281.34;53396.0;47.8;40.22;;;13946.0;12.48;23.95;;;95634.0;85.61;69.89;;;118362.0;105.96;91.27;;;5923.0;5.3;8.9;;;104875.0;93.89;78.8;284820.0;254.97;242.71;30000.0;26.86;48.73;;;18216.0;16.31;13.71;;;9907.0;8.87;7.31;;;282760.0;253.13;242.06;42960.0;38.46;50.58;;;13264.0;11.87;27.55;;;134022.0;119.98;85.97;;;-2059.0;-1.84;-0.66;1432.0;1.28;0.73;-628.0;-0.56;0.07;105503.0;94.45;78.73;;;;;;;;;;;;;;;;142899.0;127.92;219.24;;;17911.0;16.03;35.36;;;;;;;;;;;;;;;;;;;;;65.62;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2009;043;REG FRANCHE-COMTE;1150624;457252.0;397.4;355.89;114143.0;99.2;86.15;;;123940.0;107.72;99.92;;;78088.0;;;116488.0;101.24;92.4;;;358751.0;311.79;288.89;61291.0;53.27;42.85;;;14385.0;12.5;23.97;;;98623.0;85.71;68.23;;;118479.0;102.97;92.5;;;5652.0;4.91;6.94;;;98501.0;85.61;67.0;296761.0;257.91;258.6;52714.0;45.81;55.17;;;21542.0;18.72;14.56;;;17043.0;14.81;14.5;;;289883.0;251.94;250.02;43934.0;38.18;49.08;;;11485.0;9.98;31.75;;;135296.0;117.59;86.74;;;-6878.0;-5.98;-8.58;356.0;0.31;1.5;-6522.0;-5.67;-7.08;105024.0;91.28;74.08;;;;;;;;;;;;;;;;184128.0;160.02;232.39;;;16150.0;14.04;38.11;;;;;;;;;;;;;;;;;;;;;67.87;58.82;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2010;043;REG FRANCHE-COMTE;1158671;477165.0;411.82;367.02;118645.0;102.4;88.9;;;122549.0;105.77;99.64;;;75910.0;;;117076.0;101.04;92.38;;;370141.0;319.45;299.55;64243.0;55.45;44.18;;;13688.0;11.81;26.54;;;91188.0;78.7;67.46;;;115343.0;99.55;91.75;;;5278.0;4.56;7.15;;;107024.0;92.37;67.47;287539.0;248.16;227.5;46600.0;40.22;39.18;;;17525.0;15.13;14.82;;;9744.0;8.41;8.18;;;291998.0;252.01;226.1;42828.0;36.96;43.15;;;30263.0;26.12;23.13;;;111352.0;96.1;76.95;;;4459.0;3.85;-1.4;883.0;0.76;0.1;5342.0;4.61;-1.3;101682.0;87.76;68.77;;;;;;;;;;;;;;;;200465.0;173.01;246.88;;;35258.0;30.43;29.17;;;;;;;;;;;;;;;;;;;;;65.51;58.7;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2015;043;REG FRANCHE-COMTE;1175684;514520.0;437.63;397.87;66364.0;56.45;62.78;14.9;18.07;176547.0;150.17;144.56;39.65;41.61;83832.0;18.83;19.47;111805.0;95.1;80.54;25.11;23.18;420959.0;358.05;347.34;71700.0;60.99;49.46;20.74;17.87;13251.0;11.27;32.38;3.83;11.7;99225.0;84.4;66.84;28.7;24.14;139574.0;118.72;97.49;40.37;35.22;3721.0;3.16;9.03;1.08;3.26;93561.0;79.58;50.54;281752.0;239.65;241.85;6000.0;5.1;49.58;2.13;20.5;18480.0;15.72;16.63;6.56;6.88;9460.0;8.05;6.21;3.36;2.57;281469.0;239.41;231.66;36164.0;30.76;36.98;12.85;15.96;14709.0;12.51;23.79;5.23;10.27;96068.0;81.71;83.31;34.13;35.96;-282.0;-0.24;-10.19;-1170.0;-1.0;0.36;-1452.0;-1.24;-9.83;95013.0;80.82;60.37;101038.0;85.94;77.11;22.69;22.19;99524.0;84.65;70.59;22.35;20.32;84814.0;72.14;46.8;19.05;13.47;174574.0;148.49;333.52;39.2;93.98;18366.0;15.62;30.74;4.12;8.85;4339.0;3.69;16.96;0.0;0.0;0.04;54443.0;46.31;53.43;11965.0;10.18;10.21;0.0;0.0;0.0;0.0;0.0;0.0;71.31;67.64;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
