exer;reg;lbudg;mpoid_bp;tpf;ftpf;mtpf;imd;fimd;mimd;rimd;rmimd;imt;fimt;mimt;rimt;rmimt;tip;rtdp;rmtdp;dgf;fdgf;mdgf;rdgf;rmdgf;tcf;ftcf;mtcf;chp;fchp;mchp;rchp;rmchp;ace;face;mace;race;rmace;sub;fsub;msub;rsuc;rmsuc;cop;fcop;mcop;rcoo;rmcoo;chf;fchf;mchf;rchf;rmchf;rec;frec;mrec;tri;ftri;mtri;emp;femp;memp;remp;rmemp;sir;fsir;msir;rsir;rmsir;fct;ffct;mfct;rfct;rmfct;tib;ftib;mtib;ded;fded;mded;rded;rmded;rce;frce;mrce;rrce;rmrce;sev;fsev;msev;rsev;rmsev;bfr;fbfr;mbfr;soc;fsoc;msoc;bfi;fbfi;mbfi;res;fres;mres;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cnr;fcnr;mcnr;rcnr;rmcnr;dba;fdba;mdba;rdbafr;mrdbafr;adb;fadb;madb;radb;rmadb;fdr;ffdr;mfdr;cvaeexor;fcvaeexor;mcvaeexor;cvaer;fcvaer;mcvaer;iferr;fiferr;miferr;tasafbr;ftasafbr;mtasafbr;tasacfer;ftasacfer;mtasacfer;ftip;mtip;strate;erc;ferc;merc;rerc;rmerc;f2rpfr;ff2rpfr;strf2rpfr;f2rcfr;ff2rcfr;strf2rcfr;f1rdba;ff1rbda;strf1rbda;retdr;mretdr
2008;011;REG ILE-DE-FRANCE;10952011;3366551.0;307.39;307.39;623841.0;56.96;56.96;;;1510378.0;137.91;137.91;;;876675.0;;;719797.0;65.72;65.72;;;2620309.0;239.25;239.25;299710.0;27.37;27.37;;;192903.0;17.61;17.61;;;856313.0;78.19;78.19;;;751353.0;68.6;68.6;;;139103.0;12.7;12.7;;;746242.0;68.14;68.14;2789118.0;254.67;254.67;952528.0;86.97;86.97;;;243896.0;22.27;22.27;;;86077.0;7.86;7.86;;;3202323.0;292.4;292.4;674684.0;61.6;61.6;;;598589.0;54.66;54.66;;;1004462.0;91.71;91.71;;;413206.0;37.73;37.73;-5226.0;-0.48;-0.48;407980.0;37.25;37.25;338263.0;30.89;30.89;;;;;;;;;;;;;;;;2754095.0;251.47;251.47;;;708078.0;64.65;64.65;;;;;;;;;;;;;;;;;;;;;80.05;80.05;Région Ile de France;;;;;;;;;;;;;;;;
2008;021;REG CHAMPAGNE-ARDENNE;1342363;505746.0;376.76;360.14;102209.0;76.14;83.0;;;136214.0;101.47;101.23;;;83598.0;;;128635.0;95.83;94.21;;;391930.0;291.97;281.34;52116.0;38.82;40.22;;;27500.0;20.49;23.95;;;76471.0;56.97;69.89;;;168270.0;125.35;91.27;;;15482.0;11.53;8.9;;;113816.0;84.79;78.8;330894.0;246.5;242.71;36400.0;27.12;48.73;;;23740.0;17.69;13.71;;;4471.0;3.33;7.31;;;306027.0;227.98;242.06;51191.0;38.14;50.58;;;84846.0;63.21;27.55;;;72778.0;54.22;85.97;;;-24867.0;-18.53;-0.66;3285.0;2.45;0.73;-21583.0;-16.08;0.07;135398.0;100.87;78.73;;;;;;;;;;;;;;;;367575.0;273.83;219.24;;;97765.0;72.83;35.36;;;;;;;;;;;;;;;;;;;;;62.28;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;022;REG PICARDIE;1857481;744002.0;400.54;360.14;153751.0;82.77;83.0;;;194994.0;104.98;101.23;;;109442.0;;;217505.0;117.1;94.21;;;654733.0;352.48;281.34;83008.0;44.69;40.22;;;49756.0;26.79;23.95;;;174583.0;93.99;69.89;;;224102.0;120.65;91.27;;;11769.0;6.34;8.9;;;89269.0;48.06;78.8;445079.0;239.61;242.71;120000.0;64.6;48.73;;;57191.0;30.79;13.71;;;21708.0;11.69;7.31;;;448876.0;241.66;242.06;91251.0;49.13;50.58;;;16762.0;9.02;27.55;;;194765.0;104.85;85.97;;;3797.0;2.04;-0.66;-1377.0;-0.74;0.73;2419.0;1.3;0.07;86850.0;46.76;78.73;;;;;;;;;;;;;;;;334164.0;179.9;219.24;;;27015.0;14.54;35.36;;;;;;;;;;;;;;;;;;;;;58.92;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;023;REG HAUTE-NORMANDIE;1780192;689455.0;387.29;360.14;189203.0;106.28;83.0;;;203307.0;114.21;101.23;;;113337.0;;;147805.0;83.03;94.21;;;498269.0;279.9;281.34;88154.0;49.52;40.22;;;59563.0;33.46;23.95;;;55204.0;31.01;69.89;;;203836.0;114.5;91.27;;;5243.0;2.95;8.9;;;191186.0;107.4;78.8;429626.0;241.34;242.71;103090.0;57.91;48.73;;;21294.0;11.96;13.71;;;16675.0;9.37;7.31;;;449396.0;252.44;242.06;101941.0;57.26;50.58;;;23572.0;13.24;27.55;;;258851.0;145.41;85.97;;;19770.0;11.11;-0.66;3820.0;2.15;0.73;23590.0;13.25;0.07;167596.0;94.15;78.73;;;;;;;;;;;;;;;;157452.0;88.45;219.24;;;26887.0;15.1;35.36;;;;;;;;;;;;;;;;;;;;;63.67;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;024;REG CENTRE;2440329;830504.0;340.32;360.14;196630.0;80.58;83.0;;;234336.0;96.03;101.23;;;137935.0;;;238158.0;97.59;94.21;;;651287.0;266.88;281.34;87114.0;35.7;40.22;;;54098.0;22.17;23.95;;;135874.0;55.68;69.89;;;250406.0;102.61;91.27;;;20767.0;8.51;8.9;;;179217.0;73.44;78.8;608218.0;249.24;242.71;168653.0;69.11;48.73;;;35181.0;14.42;13.71;;;14685.0;6.02;7.31;;;581606.0;238.33;242.06;104178.0;42.69;50.58;;;116535.0;47.75;27.55;;;210079.0;86.09;85.97;;;-26612.0;-10.91;-0.66;0.0;0.0;0.73;-26612.0;-10.91;0.07;205829.0;84.34;78.73;;;;;;;;;;;;;;;;507249.0;207.86;219.24;;;137164.0;56.21;35.36;;;;;;;;;;;;;;;;;;;;;56.52;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;025;REG BASSE-NORMANDIE;1422193;517789.0;364.08;360.14;139801.0;98.3;83.0;;;147677.0;103.84;101.23;;;92536.0;;;106573.0;74.94;94.21;;;411269.0;289.18;281.34;59853.0;42.08;40.22;;;39863.0;28.03;23.95;;;141898.0;99.77;69.89;;;92086.0;64.75;91.27;;;7586.0;5.33;8.9;;;106520.0;74.9;78.8;231673.0;162.9;242.71;26000.0;18.28;48.73;;;14678.0;10.32;13.71;;;12422.0;8.73;7.31;;;242716.0;170.66;242.06;30927.0;21.75;50.58;;;8556.0;6.02;27.55;;;154518.0;108.65;85.97;;;11043.0;7.76;-0.66;66.0;0.05;0.73;11109.0;7.81;0.07;95411.0;67.09;78.73;;;;;;;;;;;;;;;;205663.0;144.61;219.24;;;14987.0;10.54;35.36;;;;;;;;;;;;;;;;;;;;;65.07;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;026;REG BOURGOGNE;1610067;571381.0;354.88;360.14;120183.0;74.64;83.0;;;171417.0;106.47;101.23;;;104413.0;;;168454.0;104.63;94.21;;;476850.0;296.17;281.34;62767.0;38.98;40.22;;;32291.0;20.06;23.95;;;58841.0;36.55;69.89;;;250221.0;155.41;91.27;;;9005.0;5.59;8.9;;;94530.0;58.71;78.8;349884.0;217.31;242.71;93000.0;57.76;48.73;;;16387.0;10.18;13.71;;;9038.0;5.61;7.31;;;326221.0;202.61;242.06;56312.0;34.97;50.58;;;23591.0;14.65;27.55;;;152685.0;94.83;85.97;;;-23664.0;-14.7;-0.66;5098.0;3.17;0.73;-18565.0;-11.53;0.07;113096.0;70.24;78.73;;;;;;;;;;;;;;;;250329.0;155.48;219.24;;;29162.0;18.11;35.36;;;;;;;;;;;;;;;;;;;;;64.85;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;031;REG NORD-PAS-DE-CALAIS (NPDC);3996588;1435029.0;359.06;360.14;376805.0;94.28;83.0;;;380327.0;95.16;101.23;;;239448.0;;;372171.0;93.12;94.21;;;1156560.0;289.39;281.34;200769.0;50.24;40.22;;;100830.0;25.23;23.95;;;297203.0;74.36;69.89;;;333096.0;83.35;91.27;;;60870.0;15.23;8.9;;;278469.0;69.68;78.8;850816.0;212.89;242.71;213924.0;53.53;48.73;;;65732.0;16.45;13.71;;;29230.0;7.31;7.31;;;891684.0;223.11;242.06;204604.0;51.19;50.58;;;173442.0;43.4;27.55;;;312406.0;78.17;85.97;;;40868.0;10.23;-0.66;0.0;0.0;0.73;40868.0;10.23;0.07;237601.0;59.45;78.73;;;;;;;;;;;;;;;;1414961.0;354.04;219.24;;;223818.0;56.0;35.36;;;;;;;;;;;;;;;;;;;;;59.91;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;041;REG LORRAINE;2310376;772072.0;334.18;360.14;159794.0;69.16;83.0;;;210187.0;90.98;101.23;;;114220.0;;;213369.0;92.35;94.21;;;637086.0;275.75;281.34;91461.0;39.59;40.22;;;56889.0;24.62;23.95;;;97827.0;42.34;69.89;;;280986.0;121.62;91.27;;;18349.0;7.94;8.9;;;134986.0;58.43;78.8;386221.0;167.17;242.71;98571.0;42.66;48.73;;;28892.0;12.51;13.71;;;9263.0;4.01;7.31;;;369710.0;160.02;242.06;69543.0;30.1;50.58;;;23265.0;10.07;27.55;;;169501.0;73.37;85.97;;;-16511.0;-7.15;-0.66;17.0;0.01;0.73;-16494.0;-7.14;0.07;151480.0;65.57;78.73;;;;;;;;;;;;;;;;507836.0;219.81;219.24;;;40318.0;17.45;35.36;;;;;;;;;;;;;;;;;;;;;49.44;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
2008;042;REG ALSACE;1734145;654400.0;377.36;360.14;128957.0;74.36;83.0;;;173893.0;100.28;101.23;;;101730.0;;;185449.0;106.94;94.21;;;514202.0;296.52;281.34;61721.0;35.59;40.22;;;34297.0;19.78;23.95;;;206276.0;118.95;69.89;;;113591.0;65.5;91.27;;;24981.0;14.41;8.9;;;140198.0;80.85;78.8;405085.0;233.59;242.71;83926.0;48.4;48.73;;;27640.0;15.94;13.71;;;9894.0;5.71;7.31;;;437328.0;252.19;242.06;65641.0;37.85;50.58;;;43600.0;25.14;27.55;;;154000.0;88.8;85.97;;;32243.0;18.59;-0.66;0.0;0.0;0.73;32243.0;18.59;0.07;107955.0;62.25;78.73;;;;;;;;;;;;;;;;650519.0;375.12;219.24;;;66017.0;38.07;35.36;;;;;;;;;;;;;;;;;;;;;58.66;57.57;Régions de métropole hors Idf et Corse;;;;;;;;;;;;;;;;
